as_of_date,portfolio_return,turnover,transaction_cost,net_return,cumulative_return
2010-01-08,0.0029434877498849083,1.0,0.002,0.0009434877498849083,1.0009434877498848
2014-01-17,-0.0034102676482679704,0.2,0.0004,-0.0038102676482679705,0.997129625160767
2014-01-27,-0.001508352319814876,0.2,0.0004,-0.001908352319814876,0.9952267505274353
2016-01-04,0.008337204710612554,0.2,0.0004,0.007937204710612555,1.0031260689798491
